Date	demanda_diaria
2023-11-12	807503214.84
2023-11-13	825305100.12
2023-11-14	926613962.72
2023-11-15	916858087.76
2023-11-16	928859980.72
2023-11-17	937236217.52
2023-11-18	873213521.4399999
2023-11-19	776302362.6
2023-11-20	892038993.76
2023-11-21	914257712.0
2023-11-22	916332215.0
2023-11-23	927571514.84
2023-11-24	927315534.88
2023-11-25	871855921.48
2023-11-26	799508222.32
2023-11-27	913849053.88
2023-11-28	931287385.28
2023-11-29	929191453.52
2023-11-30	931465276.92
2023-12-01	924235534.6
2023-12-02	878557080.68
2023-12-03	806931993.64
2023-12-04	918756349.96
2023-12-05	941709647.52
2023-12-06	936950718.12
2023-12-07	913449579.52
2023-12-08	840154868.52
2023-12-09	876956292.64
2023-12-10	825082013.8399999
2023-12-11	929252558.48
2023-12-12	947436283.96
2023-12-13	943239632.6
2023-12-14	943294459.0
2023-12-15	929438361.36
2023-12-16	877535740.52
2023-12-17	803401753.68
2023-12-18	906940324.2
2023-12-19	915577548.8
2023-12-20	918289742.52
2023-12-21	908642667.36
2023-12-22	910798295.44
2023-12-23	859601060.76
2023-12-24	791038765.52
2023-12-25	750116134.3199999
2023-12-26	868456999.36
2023-12-27	883845875.72
2023-12-28	881557228.72
2023-12-29	861516172.5999999
2023-12-30	813560882.84
2023-12-31	760730055.52
